"client","route","role","screen","source","backend_dependency","loading_state","populated_state","empty_state","offline_state","validation_state","unauthorized_state","recoverable_error_state","success_state","primary_actions","current_test_coverage"
"flutter_android_authoritative","/legal-center/teen-summary","authenticated_or_public","TeenTermsSummaryScreen","flutter_mort/lib/features/legal/legal_screens.dart","legalContractRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Exact versions, affirmative choices; Browsing MORT never creates acceptance. Only a published, effective, exact-hash version can be accepted.; Legal requirements unavailable; No approved clickwrap is published; Teen plain-language summary; Teen terms summary; This draft summary helps with understanding. It does not replace the full agreement or attorney review.; Acceptance is never inferred from opening, scrolling, or using MORT.; Exact version unavailable; Electronic signature name; Accept exact version","flutter_mort/test/legal_trust_foundation_test.dart"
"flutter_android_authoritative","/legal-center/version/:versionId","authenticated_or_public","LegalClickwrapScreen","flutter_mort/lib/features/legal/legal_screens.dart","legalContractRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Exact versions, affirmative choices; Browsing MORT never creates acceptance. Only a published, effective, exact-hash version can be accepted.; Legal requirements unavailable; No approved clickwrap is published; Teen plain-language summary; Teen terms summary; This draft summary helps with understanding. It does not replace the full agreement or attorney review.; Acceptance is never inferred from opening, scrolling, or using MORT.; Exact version unavailable; Electronic signature name; Accept exact version","no_direct_static_reference"
"flutter_android_authoritative","/legal/ad-disclosure","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/community-rules","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/guardian-guide","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/payment-disclaimer","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/privacy","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/safe_uri_test.dart"
"flutter_android_authoritative","/legal/subscription-disclosure","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/teen-safety","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/terms","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/legal/verification-disclaimer","authenticated_or_public","LegalDocScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","public_route","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/messages","authenticated_or_public","MessagesScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/notification_destination_test.dart"
"flutter_android_authoritative","/messages/:conversationId","authenticated_or_public","MessageThreadScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/mission/discreet-mode","authenticated_or_public","DiscreetModeScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/document-review","authenticated_or_public","DocumentReviewStatusScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/earnings-goals","teen","EarningsGoalsScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/future-independence","teen","FutureIndependenceScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/partner-affiliation","authenticated_or_public","PartnerAffiliationScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/partner-invitation","authenticated_or_public","PartnerInvitationScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/pilot-eligibility","authenticated_or_public","PilotEligibilityScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/pilot-job-safety","authenticated_or_public","PilotJobSafetyScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/resources","teen","ResourceDirectoryScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/support-circle","teen","SupportCircleScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/mission/verification-wording","authenticated_or_public","VerificationExplanationScreen","flutter_mort/lib/features/mission/mission_pilot_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Pilot eligibility; Approved organization support and hosted server rules control protected marketplace access.; Pilot access unavailable; Try again; Guardian Mode; Permanent address; Public marketplace; Real document collection; Payment custody; Partner invitation; Partner attestations; Acknowledge teen rules","no_direct_static_reference"
"flutter_android_authoritative","/monetization","authenticated_or_public","MonetizationHomeScreen","flutter_mort/lib/features/monetization/screens/monetization_home_screen.dart","","not_detected","not_detected","not_detected","not_detected","not_detected","route_guard_detected","not_detected","not_detected","Make MORT yours.; Free stays useful. Premium is only for style, convenience, ad-free, analytics, and boosts.; MORT Plus; Ad-free; Username token; Job boost; Restore; Manage","flutter_mort/test/google_play_billing_contract_test.dart; flutter_mort/test/monetization_safety_test.dart"
"flutter_android_authoritative","/monetization/ad-free","authenticated_or_public","AdFreeScreen","flutter_mort/lib/features/monetization/screens/ad_free_screen.dart","","not_detected","not_detected","not_detected","not_detected","not_detected","route_guard_detected","not_detected","not_detected","Go ad-free.; Hide eligible ads while keeping safety, reports, messages, and basic jobs free.","no_direct_static_reference"
"flutter_android_authoritative","/monetization/job-boost","authenticated_or_public","JobBoostPaywallScreen","flutter_mort/lib/features/monetization/screens/job_boost_paywall_screen.dart","","not_detected","not_detected","not_detected","not_detected","not_detected","route_guard_detected","not_detected","not_detected","Boost a job safely.; Boosts are optional adult/business perks. They never bypass moderation, safety rules, or verification.","no_direct_static_reference"
"flutter_android_authoritative","/monetization/manage","authenticated_or_public","ManageSubscriptionView","flutter_mort/lib/features/monetization/screens/google_play_billing_screens.dart","","detected","detected","not_detected","not_detected","not_detected","route_guard_detected","detected","detected","MORT Plus; Cosmetic and convenience extras. Jobs, safety, reporting, basic Guardian Mode, and applying stay free.; Choose a Google Play plan; Prices and billing periods below come from Google Play. Subscriptions renew automatically until canceled in Google Play.; Cosmetic packs; One-time purchases. They do not improve job or safety access.; Restore purchases; Manage subscription; Loading Google Play products...; Browse, apply, post jobs, and message; Reports, blocking, Safety Ping, and appeals; Basic Guardian Mode and FAQ help","no_direct_static_reference"
"flutter_android_authoritative","/monetization/paywall","authenticated_or_public","MortPlusView","flutter_mort/lib/features/monetization/screens/google_play_billing_screens.dart","","detected","detected","not_detected","not_detected","not_detected","route_guard_detected","detected","detected","MORT Plus; Cosmetic and convenience extras. Jobs, safety, reporting, basic Guardian Mode, and applying stay free.; Choose a Google Play plan; Prices and billing periods below come from Google Play. Subscriptions renew automatically until canceled in Google Play.; Cosmetic packs; One-time purchases. They do not improve job or safety access.; Restore purchases; Manage subscription; Loading Google Play products...; Browse, apply, post jobs, and message; Reports, blocking, Safety Ping, and appeals; Basic Guardian Mode and FAQ help","no_direct_static_reference"
"flutter_android_authoritative","/monetization/restore","authenticated_or_public","RestorePurchasesView","flutter_mort/lib/features/monetization/screens/google_play_billing_screens.dart","","detected","detected","not_detected","not_detected","not_detected","route_guard_detected","detected","detected","MORT Plus; Cosmetic and convenience extras. Jobs, safety, reporting, basic Guardian Mode, and applying stay free.; Choose a Google Play plan; Prices and billing periods below come from Google Play. Subscriptions renew automatically until canceled in Google Play.; Cosmetic packs; One-time purchases. They do not improve job or safety access.; Restore purchases; Manage subscription; Loading Google Play products...; Browse, apply, post jobs, and message; Reports, blocking, Safety Ping, and appeals; Basic Guardian Mode and FAQ help","no_direct_static_reference"
"flutter_android_authoritative","/monetization/username-change","authenticated_or_public","UsernameChangePaywallScreen","flutter_mort/lib/features/monetization/screens/username_change_paywall_screen.dart","","not_detected","not_detected","not_detected","not_detected","not_detected","route_guard_detected","not_detected","not_detected","Need another username change?; You used your 3 free username changes. Grab a cheap username change token if you want. Your account still works if you do not pay.","no_direct_static_reference"
"flutter_android_authoritative","/notifications","authenticated_or_public","NotificationCenterScreen","flutter_mort/lib/features/notifications/notification_center_screen.dart","notificationsRepositoryProvider","detected","detected","detected","not_detected","not_detected","route_guard_detected","detected","detected","Updates; Application, message, job, proof, review, guardian, safety, support, and verification events appear here.; Notifications unavailable; Retry; No notifications; new","no_direct_static_reference"
"flutter_android_authoritative","/onboarding","authenticated_or_public","OnboardingHubScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/age","authenticated_or_public","AgeGateScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/availability","authenticated_or_public","AvailabilityScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/guardian","authenticated_or_public","GuardianOptionalOnboardingScreen","flutter_mort/lib/features/guardian/guardian_mode_screens.dart","guardianRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Guardian setup is optional; Guardian linking is designed for teen accounts. You can manage your own Guardian Mode connections later in Settings.; Continue to safety; Add a guardian? Optional.; Guardian Mode can share selected safety alerts and check-ins with someone you trust. You can skip this and set it up later.; Guardian email (optional); Link a guardian now; Send an invite; Use an invite code; Continue; Skip for now; Unlink this guardian?","flutter_mort/test/guardian_job_profile_features_test.dart"
"flutter_android_authoritative","/onboarding/payment","authenticated_or_public","PaymentPreferenceScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/profile","authenticated_or_public","ProfileSetupScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/profile_persistence_contract_test.dart"
"flutter_android_authoritative","/onboarding/role","authenticated_or_public","RoleSelectionScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/safety","authenticated_or_public","SafetyRulesScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference"
"flutter_android_authoritative","/onboarding/skills","authenticated_or_public","SkillsScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/profile_persistence_contract_test.dart"
"flutter_android_authoritative","/partner/home","authenticated_or_public","PartnerStaffHomeScreen","flutter_mort/lib/features/mission/partner_staff_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Partner workspace; Access is limited to organization-bound participants and expressly granted staff permissions.; Partner access unavailable; Retry; No active partner assignment; Contact support; Connected participants; Scoped invitations; Report a safety concern; Fact observed; Reason; Only participants linked to this organization are shown. Private job messages and financial details are excluded.","flutter_mort/test/release_candidate_policy_test.dart"
"flutter_android_authoritative","/partner/invites/:organizationId","authenticated_or_public","PartnerInvitesScreen","flutter_mort/lib/features/mission/partner_staff_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Partner workspace; Access is limited to organization-bound participants and expressly granted staff permissions.; Partner access unavailable; Retry; No active partner assignment; Contact support; Connected participants; Scoped invitations; Report a safety concern; Fact observed; Reason; Only participants linked to this organization are shown. Private job messages and financial details are excluded.","flutter_mort/test/release_candidate_policy_test.dart"
"flutter_android_authoritative","/partner/participants/:organizationId","authenticated_or_public","PartnerParticipantsScreen","flutter_mort/lib/features/mission/partner_staff_screens.dart","missionPilotRepositoryProvider","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","Partner workspace; Access is limited to organization-bound participants and expressly granted staff permissions.; Partner access unavailable; Retry; No active partner assignment; Contact support; Connected participants; Scoped invitations; Report a safety concern; Fact observed; Reason; Only participants linked to this organization are shown. Private job messages and financial details are excluded.","flutter_mort/test/release_candidate_policy_test.dart"
