"client","route","role","purpose","screen","source","backend_dependency","authorization_requirement","loading_state","populated_state","empty_state","offline_state","validation_state","unauthorized_state","recoverable_error_state","nonrecoverable_error_state","success_state","accessibility","deep_link_support","analytics_event","primary_actions","current_test_coverage","remaining_defect"
"expo_reference","/account-status","mixed","Reference route /account-status","account-status.tsx","app/account-status.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Sign out","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin","admin","Reference route /admin","index.tsx","app/admin/index.tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","not_detected","detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","View notifications; Support queue; Rules and safety; Admin review required; RevenueCat debug; Open; Monetization hub","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin/jobs","admin","Reference route /admin/jobs","jobs.tsx","app/admin/jobs.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No jobs","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin/reports","admin","Reference route /admin/reports","reports.tsx","app/admin/reports.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No reports; Mark reviewing; Resolve","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin/support","admin","Reference route /admin/support","support.tsx","app/admin/support.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No tickets","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin/users","admin","Reference route /admin/users","users.tsx","app/admin/users.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No users","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/admin/verification","admin","Reference route /admin/verification","verification.tsx","app/admin/verification.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","No submissions; Approve; Reject","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/applications","adult","Reference route /adult/applications","applications.tsx","app/adult/applications.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","No applications; Dispute proof; Reject; Review proof","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/dashboard","adult","Reference route /adult/dashboard","dashboard.tsx","app/adult/dashboard.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Adult Pro planned; Post a teen-safe job; Post; Review applicants; Review; Subscription tools; Open; No posted jobs","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/messages","adult","Reference route /adult/messages","messages.tsx","app/adult/messages.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No threads; Open chat","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/post-job","adult","Reference route /adult/post-job","post-job.tsx","app/adult/post-job.tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Title; Description; Category; Public location text; City; State; Pay label; Minimum teen age; Maximum teen age","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/profile","adult","Reference route /adult/profile","profile.tsx","app/adult/profile.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Enable push notifications; Username; Subscription and business tools; Ad preferences; View notifications; Support; Rules and safety; Sign out","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/adult/verification","adult","Reference route /adult/verification","verification.tsx","app/adult/verification.tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Business or adult display name; Business type; Notes for moderators; Submit for review","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/auth/sign-in","mixed","Reference route /auth/sign-in","sign-in.tsx","app/auth/sign-in.tsx","supabase_client","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Email; Password","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/auth/sign-up","mixed","Reference route /auth/sign-up","sign-up.tsx","app/auth/sign-up.tsx","supabase_client","reference_client_not_credited","not_detected","detected","not_detected","not_detected","detected","detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Email; Password","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/guardian/approvals","guardian","Reference route /guardian/approvals","approvals.tsx","app/guardian/approvals.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No approvals; Reject; Review proof","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/guardian/messages","guardian","Reference route /guardian/messages","messages.tsx","app/guardian/messages.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No supervised threads; Open chat","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/guardian/profile","guardian","Reference route /guardian/profile","profile.tsx","app/guardian/profile.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Enable push notifications; Username; Guardian Plus and subscriptions; Ad preferences; View notifications; Support; Rules and safety; Sign out","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/guardian/safety","guardian","Reference route /guardian/safety","safety.tsx","app/guardian/safety.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","No safety pings","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/guardian/teens","guardian","Reference route /guardian/teens","teens.tsx","app/guardian/teens.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Teen invite code; Connect teen; Pause reason; Safety basics stay free; Subscription settings; Open; No connected teens","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/index","mixed","Reference route /index","index.tsx","app/index.tsx","","reference_client_not_credited","detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/job/:id","mixed","Reference route /job/:id","[id].tsx","app/job/[id].tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","detected","detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Report this job/poster; Guardian connected; No active guardian; Application note","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/legal","mixed","Reference route /legal","legal.tsx","app/legal.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/messages/:threadId","mixed","Reference route /messages/:threadId","[threadId].tsx","app/messages/[threadId].tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","detected","not_detected","detected","detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Report message; Message","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization","mixed","Reference route /monetization","index.tsx","app/monetization/index.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","MORT Premium; Earn nearby. Move smart. Monetization stays teen-safe, transparent, and never paywalls safety.; Active entitlements; Current offering packages; Subscription plans; Open; Ad-free; Restore purchases; Manage subscription; Username token; Profile style pack; Job boost","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/ad-free","mixed","Reference route /monetization/ad-free","ad-free.tsx","app/monetization/ad-free.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Ad-free; Ads are disabled by default until consent, EAS testing, and ad units are ready.; Fair gating","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/job-boost","mixed","Reference route /monetization/job-boost","job-boost.tsx","app/monetization/job-boost.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Job boost; Optional adult/business visibility. Safety review always wins.; Suggested setup","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/manage","mixed","Reference route /monetization/manage","manage.tsx","app/monetization/manage.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Manage subscription; Manage billing in Apple subscription settings after real products exist.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/paywall","mixed","Reference route /monetization/paywall","paywall.tsx","app/monetization/paywall.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Make MORT yours.; Free stays useful. Plus just gives you extra style, control, and convenience.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/profile-style-pack","mixed","Reference route /monetization/profile-style-pack","profile-style-pack.tsx","app/monetization/profile-style-pack.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Neon green; Safety blue; Premium purple; Profile style pack; Cosmetic only. No safety, hiring, or ranking advantage.; Profile Style Pack; Preview accent","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/restore","mixed","Reference route /monetization/restore","restore.tsx","app/monetization/restore.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Restore purchases; Use this if you bought with the same Apple ID or after reinstalling MORT.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/revenuecat-debug","mixed","Reference route /monetization/revenuecat-debug","revenuecat-debug.tsx","app/monetization/revenuecat-debug.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Debug unavailable; RevenueCat debug; Admin/dev-only view. No secrets are shown.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/monetization/username-change","mixed","Reference route /monetization/username-change","username-change.tsx","app/monetization/username-change.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Username token; You used your 3 free username changes. Another change is optional; your account still works.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/notifications","mixed","Reference route /notifications","notifications.tsx","app/notifications.tsx","","reference_client_not_credited","detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Mark all read; No notifications; Mark read","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/onboarding","mixed","Reference route /onboarding","onboarding.tsx","app/onboarding.tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","not_detected","detected","detected","not_detected","detected","detected","reference_client_not_credited","reference_client_not_credited","Display name; Date of birth (YYYY-MM-DD); City; State; Sign out","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/proof/:applicationId","mixed","Reference route /proof/:applicationId","[applicationId].tsx","app/proof/[applicationId].tsx","","reference_client_not_credited","detected","detected","detected","not_detected","not_detected","detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","No proof yet; Open signed preview; Proof note; Save proof","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/report/:targetUserId","mixed","Reference route /report/:targetUserId","[targetUserId].tsx","app/report/[targetUserId].tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","not_detected","not_detected","detected","detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Reason; Details; Submit report; Block user","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/settings/ad-preferences","mixed","Reference route /settings/ad-preferences","ad-preferences.tsx","app/settings/ad-preferences.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Ad preferences; Ad settings stay conservative until consent and legal review are complete.; Consent controls coming after UMP/ATT setup","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/settings/subscription","mixed","Reference route /settings/subscription","subscription.tsx","app/settings/subscription.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Subscription; Premium convenience controls, never safety paywalls.; View plans; Open; Restore purchases; Manage subscription; Username settings; Profile style pack","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/settings/username","mixed","Reference route /settings/username","username.tsx","app/settings/username.tsx","","reference_client_not_credited","not_detected","detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Username; 3 free lifetime changes. Extra changes are optional and must pass safety checks.","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/support","mixed","Reference route /support","support.tsx","app/support.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Subject; What happened?; No support tickets","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/teen/applications","teen","Reference route /teen/applications","applications.tsx","app/teen/applications.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No applications","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/teen/feed","teen","Reference route /teen/feed","feed.tsx","app/teen/feed.tsx","","reference_client_not_credited","detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No jobs yet","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/teen/messages","teen","Reference route /teen/messages","messages.tsx","app/teen/messages.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","No threads; Open chat","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/teen/profile","teen","Reference route /teen/profile","profile.tsx","app/teen/profile.tsx","","reference_client_not_credited","not_detected","not_detected","not_detected","not_detected","not_detected","not_detected","detected","not_detected","not_detected","not_detected","reference_client_not_credited","reference_client_not_credited","Enable push notifications; Username; Subscription and ad-free; Ad preferences; View notifications; Support; Rules and safety; Sign out","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"expo_reference","/teen/safety","teen","Reference route /teen/safety","safety.tsx","app/teen/safety.tsx","","reference_client_not_credited","not_detected","detected","detected","not_detected","not_detected","not_detected","detected","not_detected","detected","not_detected","reference_client_not_credited","reference_client_not_credited","Guardian connected; No active guardian; Create guardian invite; Optional note; I; I need help; No pings yet","reference_client_not_credited_for_android_completion","reference_client_not_credited_for_flutter_completion"
"flutter_android_authoritative","/","authenticated_or_public","Enter MORT","SplashScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","public_route_with_server_authorization_for_mutations","detected","detected","detected","not_detected","detected","public_route","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/account_trust_test.dart; flutter_mort/test/android_native_parity_test.dart; flutter_mort/test/app_lock_policy_test.dart; flutter_mort/test/bootstrap_and_button_test.dart; flutter_mort/test/crash_reporting_test.dart; flutter_mort/test/date_of_birth_field_test.dart; flutter_mort/test/date_of_birth_test.dart; flutter_mort/test/edge_observability_contract_test.dart; flutter_mort/test/feature_expansion_contract_test.dart; flutter_mort/test/google_auth_contract_test.dart; flutter_mort/test/google_play_billing_contract_test.dart; flutter_mort/test/guardian_job_profile_features_test.dart; flutter_mort/test/identity_verification_provider_test.dart; flutter_mort/test/job_progress_widget_test.dart; flutter_mort/test/legal_trust_foundation_test.dart; flutter_mort/test/mission_pilot_test.dart; flutter_mort/test/monetization_safety_test.dart; flutter_mort/test/mort_0_9_3_security_contract_test.dart; flutter_mort/test/mort_0_9_4_admin_moderation_contract_test.dart; flutter_mort/test/mort_guide_contract_test.dart; flutter_mort/test/notification_destination_test.dart; flutter_mort/test/oauth_flow_test.dart; flutter_mort/test/operational_controls_contract_test.dart; flutter_mort/test/profile_persistence_contract_test.dart; flutter_mort/test/release_candidate_policy_test.dart; flutter_mort/test/route_access_test.dart; flutter_mort/test/safe_uri_test.dart; flutter_mort/test/stripe_marketplace_contract_test.dart; flutter_mort/test/support_chat_widget_test.dart; flutter_mort/test/user_facing_error_test.dart; flutter_mort/test/validators_test.dart; flutter_mort/test/widget_test.dart","requires_physical_android_accessibility_offline_and_process_death_validation"
"flutter_android_authoritative","/account-status","authenticated_or_public","Enter MORT","AccountStatusScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","authenticated_or_public_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","flutter_mort/test/notification_destination_test.dart","requires_physical_android_accessibility_offline_and_process_death_validation"
"flutter_android_authoritative","/admin/abduction-concerns","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/account-sharing","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/account-trust","admin","Trust profile unavailable","TrustAdminReviewScreen","flutter_mort/lib/features/trust/account_trust_screens.dart","accountTrustRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","not_detected","detected","detected","registered_internal_route","not_collected_by_design","Trust profile unavailable; Try again; Your trust profile; Signals are precise and server-derived. No badge guarantees identity, behavior, or safety.; Read trust-level details; Device security; Passkeys; School affiliation; Partner code; Business registry; Digital ID availability; Appeal a trust decision","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/action-logs","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/adult-id","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/business-verifications","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/evidence-preservation","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
"flutter_android_authoritative","/admin/grooming-signals","admin","Enter MORT","AdminQueueScreen","flutter_mort/lib/features/mort_screens.dart","missionPilotRepositoryProvider; authRepositoryProvider; profileRepositoryProvider; jobsRepositoryProvider; applicationsRepositoryProvider; uploadsRepositoryProvider; messagingRepositoryProvider; safetyRepositoryProvider; notificationsRepositoryProvider; adminRepositoryProvider; guardianRepositoryProvider; monetizationRepositoryProvider","admin_route_guard_plus_server_authorization","detected","detected","detected","not_detected","detected","route_guard_detected","detected","detected","detected","detected","registered_internal_route","not_collected_by_design","Enter MORT; Sign in; MORT; A darker, cleaner local hustle app for teens, adults, guardians, and safety moderation.; Free safety tools stay free; Create account; Read teen safety; MORT cannot connect right now; Close and reopen the app, then try again. Contact MORT Support if the problem continues.; Connection required; MORT is paused safely; Marketplace and account actions are temporarily unavailable while safety or reliability work is completed.","no_direct_static_reference","no_direct_static_test_reference"
